,bottle,producer,color,shape,age,weight,simple_surface,color_shape
9612,9612,Pietro,blue,long,44,,457.3044,blue_long
9613,9613,Pietro,green,long,41,,422.158,green_long
9614,9614,Romeo,blue,long,15,,365.6752,blue_long
9615,9615,Monica,blue,long,1,,368.85380000000004,blue_long
9616,9616,Monica,green,long,24,,392.811,green_long
9617,9617,Monica,green,long,6,,331.824,green_long
9618,9618,Pietro,green,long,43,,337.9614,green_long
9619,9619,Monica,yellow,premium,2,,304.6857,yellow_premium
9620,9620,Monica,green,onion,53,,207.7356,green_onion
9621,9621,Pietro,yellow,long,52,,358.7234,yellow_long
9622,9622,Monica,green,onion,26,,350.83799999999997,green_onion
9623,9623,Pietro,green,premium,39,,305.7985,green_premium
9624,9624,Pietro,green,premium,10,,299.1524,green_premium
9625,9625,Pietro,green,long,26,,334.899,green_long
9626,9626,Pietro,green,long,56,,330.484,green_long
9627,9627,Monica,green,onion,3,,331.7748,green_onion
9628,9628,Pietro,green,long,29,,297.1948,green_long
9629,9629,Pietro,green,long,18,,344.884,green_long
9630,9630,Romeo,green,artistic,25,,300.7104,green_artistic
9631,9631,Pietro,green,onion,57,,263.71700000000004,green_onion
9632,9632,Monica,green,premium,2,,294.3512,green_premium
9633,9633,Pietro,green,long,11,,370.78919999999994,green_long
9634,9634,Romeo,green,premium,47,,321.9336,green_premium
9635,9635,Monica,blue,onion,33,,328.7361,blue_onion
9636,9636,Romeo,green,premium,37,,332.17800000000005,green_premium
9637,9637,Romeo,blue,premium,9,,295.306,blue_premium
9638,9638,Romeo,green,premium,48,,311.64750000000004,green_premium
9639,9639,Romeo,green,premium,12,,311.7912,green_premium
9640,9640,Romeo,green,premium,57,,312.90439999999995,green_premium
9641,9641,Pietro,green,long,21,,376.87379999999996,green_long
9642,9642,Pietro,green,onion,50,,250.604,green_onion
9643,9643,Pietro,green,long,32,,487.9656,green_long
9644,9644,Monica,green,onion,46,,246.9285,green_onion
9645,9645,Pietro,green,long,38,,387.0528,green_long
9646,9646,Romeo,green,premium,42,,312.33119999999997,green_premium
9647,9647,Pietro,yellow,long,6,,360.556,yellow_long
9648,9648,Romeo,green,premium,0,,311.0244,green_premium
9649,9649,Romeo,blue,long,39,,390.44960000000003,blue_long
9650,9650,Pietro,green,long,37,,348.59479999999996,green_long
9651,9651,Romeo,yellow,long,1,,355.9602,yellow_long
9652,9652,Romeo,green,premium,21,,326.79690000000005,green_premium
9653,9653,Pietro,green,long,2,,342.813,green_long
9654,9654,Pietro,green,premium,31,,301.3557,green_premium
9655,9655,Monica,green,artistic,8,,203.6664,green_artistic
9656,9656,Pietro,blue,long,53,,377.7774,blue_long
9657,9657,Pietro,green,premium,57,,306.14619999999996,green_premium
9658,9658,Pietro,green,long,48,,340.0855,green_long
9659,9659,Monica,blue,artistic,1,,220.85920000000002,blue_artistic
9660,9660,Romeo,yellow,long,10,,313.9822,yellow_long
9661,9661,Romeo,green,premium,40,,273.996,green_premium
9662,9662,Monica,green,artistic,45,,191.3589,green_artistic
9663,9663,Romeo,blue,premium,56,,294.4128,blue_premium
9664,9664,Monica,blue,long,44,,292.6936,blue_long
9665,9665,Romeo,green,premium,3,,294.8374,green_premium
9666,9666,Monica,yellow,onion,3,,238.54500000000002,yellow_onion
9667,9667,Romeo,green,premium,11,,295.3433,green_premium
9668,9668,Pietro,green,long,56,,352.954,green_long
9669,9669,Monica,green,premium,12,,306.31379999999996,green_premium
9670,9670,Pietro,green,long,1,,370.6392,green_long
9671,9671,Pietro,green,long,43,,367.3096,green_long
9672,9672,Romeo,blue,artistic,23,,130.4468,blue_artistic
9673,9673,Pietro,green,long,19,,404.91780000000006,green_long
9674,9674,Pietro,green,long,11,,329.94,green_long
9675,9675,Romeo,green,long,21,,382.7244,green_long
9676,9676,Monica,green,long,29,,419.4988,green_long
9677,9677,Monica,green,long,47,,410.508,green_long
9678,9678,Romeo,blue,premium,34,,318.87239999999997,blue_premium
9679,9679,Pietro,green,long,25,,353.7925,green_long
9680,9680,Pietro,green,long,50,,373.37549999999993,green_long
9681,9681,Pietro,blue,onion,1,,328.09200000000004,blue_onion
9682,9682,Romeo,blue,long,24,,424.1358,blue_long
9683,9683,Pietro,green,long,29,,338.1616,green_long
9684,9684,Monica,yellow,onion,29,,261.2688,yellow_onion
9685,9685,Monica,green,long,38,,392.7905,green_long
9686,9686,Romeo,green,artistic,13,,250.88800000000003,green_artistic
9687,9687,Pietro,green,onion,21,,371.93629999999996,green_onion
9688,9688,Romeo,blue,premium,51,,290.54479999999995,blue_premium
9689,9689,Monica,green,artistic,17,,474.5344,green_artistic
9690,9690,Monica,blue,onion,26,,315.7011,blue_onion
9691,9691,Pietro,green,long,12,,306.964,green_long
9692,9692,Romeo,green,artistic,55,,322.82480000000004,green_artistic
9693,9693,Romeo,blue,premium,45,,299.907,blue_premium
9694,9694,Pietro,green,long,6,,288.4761,green_long
9695,9695,Romeo,green,onion,28,,356.8436,green_onion
9696,9696,Pietro,green,onion,56,,327.7225,green_onion
9697,9697,Pietro,green,long,1,,334.8351,green_long
9698,9698,Pietro,blue,long,52,,369.75469999999996,blue_long
9699,9699,Pietro,green,onion,31,,277.80960000000005,green_onion
9700,9700,Romeo,green,artistic,29,,257.4519,green_artistic
9701,9701,Pietro,yellow,long,14,,353.118,yellow_long
9702,9702,Monica,green,premium,36,,321.332,green_premium
9703,9703,Pietro,blue,long,15,,391.2558,blue_long
9704,9704,Monica,green,artistic,30,,208.9479,green_artistic
9705,9705,Monica,blue,artistic,8,,185.00520000000003,blue_artistic
9706,9706,Pietro,green,long,47,,340.49519999999995,green_long
9707,9707,Pietro,blue,long,32,,432.1175,blue_long
9708,9708,Monica,green,artistic,40,,95.2665,green_artistic
9709,9709,Romeo,green,long,37,,349.3011,green_long
9710,9710,Pietro,blue,long,59,,300.1036,blue_long
9711,9711,Monica,green,artistic,31,,374.57759999999996,green_artistic
9712,9712,Pietro,green,long,41,,272.3646,green_long
9713,9713,Romeo,green,premium,1,,315.2214,green_premium
9714,9714,Pietro,green,long,31,,423.3525,green_long
9715,9715,Monica,blue,artistic,36,,270.96900000000005,blue_artistic
9716,9716,Pietro,yellow,premium,47,,315.1599,yellow_premium
9717,9717,Romeo,blue,premium,14,,320.3145,blue_premium
9718,9718,Monica,yellow,long,24,,360.6516,yellow_long
9719,9719,Monica,green,artistic,39,,289.54249999999996,green_artistic
9720,9720,Romeo,green,onion,57,,313.03679999999997,green_onion
9721,9721,Monica,yellow,premium,10,,307.3779,yellow_premium
9722,9722,Monica,green,long,44,,364.83480000000003,green_long
9723,9723,Pietro,blue,long,44,,364.8,blue_long
9724,9724,Romeo,green,onion,12,,320.80659999999995,green_onion
9725,9725,Romeo,green,premium,43,,309.94800000000004,green_premium
9726,9726,Monica,green,onion,30,,267.1542,green_onion
9727,9727,Pietro,green,long,38,,464.984,green_long
9728,9728,Monica,green,premium,31,,304.666,green_premium
9729,9729,Pietro,blue,long,16,,387.6167,blue_long
9730,9730,Monica,green,artistic,51,,195.1224,green_artistic
9731,9731,Pietro,blue,long,36,,370.36260000000004,blue_long
9732,9732,Pietro,green,long,6,,329.3426,green_long
9733,9733,Romeo,green,premium,12,,303.57300000000004,green_premium
9734,9734,Pietro,green,long,41,,332.51219999999995,green_long
9735,9735,Pietro,green,long,36,,317.573,green_long
9736,9736,Pietro,yellow,long,4,,364.6962,yellow_long
9737,9737,Monica,green,long,37,,334.7876,green_long
9738,9738,Romeo,green,premium,6,,318.31800000000004,green_premium
9739,9739,Pietro,green,long,11,,343.6784,green_long
9740,9740,Monica,blue,onion,36,,252.3906,blue_onion
9741,9741,Monica,yellow,onion,45,,288.52320000000003,yellow_onion
9742,9742,Monica,green,onion,46,,343.14719999999994,green_onion
9743,9743,Pietro,green,long,25,,314.54740000000004,green_long
9744,9744,Pietro,green,premium,38,,319.07919999999996,green_premium
9745,9745,Pietro,blue,long,9,,351.20099999999996,blue_long
9746,9746,Pietro,green,long,0,,367.73999999999995,green_long
9747,9747,Romeo,yellow,premium,29,,308.38079999999997,yellow_premium
9748,9748,Romeo,green,premium,52,,313.7238,green_premium
9749,9749,Monica,green,long,34,,376.2954,green_long
9750,9750,Monica,green,artistic,10,,184.2299,green_artistic
9751,9751,Monica,green,onion,26,,302.07419999999996,green_onion
9752,9752,Pietro,green,long,4,,391.287,green_long
9753,9753,Pietro,green,long,13,,462.4069999999999,green_long
9754,9754,Pietro,green,long,9,,402.2048,green_long
9755,9755,Romeo,green,long,41,,390.13289999999995,green_long
9756,9756,Romeo,green,premium,32,,291.5664,green_premium
9757,9757,Monica,blue,onion,23,,252.64799999999997,blue_onion
9758,9758,Monica,green,artistic,12,,153.9459,green_artistic
9759,9759,Monica,blue,long,35,,284.8576,blue_long
9760,9760,Monica,green,artistic,54,,102.20960000000001,green_artistic
9761,9761,Pietro,green,long,20,,434.4128,green_long
9762,9762,Pietro,blue,long,30,,371.88520000000005,blue_long
9763,9763,Pietro,green,onion,6,,277.2952,green_onion
9764,9764,Monica,green,artistic,22,,178.7544,green_artistic
9765,9765,Pietro,green,long,25,,368.305,green_long
9766,9766,Pietro,blue,long,32,,384.39900000000006,blue_long
9767,9767,Romeo,green,long,27,,363.8712,green_long
9768,9768,Pietro,green,long,49,,312.3765,green_long
9769,9769,Monica,green,premium,27,,308.94559999999996,green_premium
9770,9770,Monica,green,premium,49,,292.7856,green_premium
9771,9771,Monica,green,artistic,53,,310.4028,green_artistic
9772,9772,Romeo,blue,premium,4,,316.8,blue_premium
9773,9773,Monica,green,artistic,28,,368.28799999999995,green_artistic
9774,9774,Romeo,green,artistic,12,,117.50580000000001,green_artistic
9775,9775,Pietro,blue,long,4,,316.2934,blue_long
9776,9776,Romeo,yellow,premium,48,,325.754,yellow_premium
9777,9777,Romeo,blue,premium,40,,303.3577,blue_premium
9778,9778,Romeo,green,long,51,,454.0446,green_long
9779,9779,Romeo,blue,premium,32,,312.11639999999994,blue_premium
9780,9780,Romeo,green,long,42,,377.3476,green_long
9781,9781,Monica,green,premium,37,,324.56399999999996,green_premium
9782,9782,Monica,green,long,14,,377.8671,green_long
9783,9783,Pietro,green,long,46,,477.1413,green_long
9784,9784,Pietro,green,long,6,,298.3455,green_long
9785,9785,Monica,green,artistic,12,,367.454,green_artistic
9786,9786,Romeo,green,long,16,,577.656,green_long
9787,9787,Monica,green,premium,9,,318.8262,green_premium
9788,9788,Monica,green,premium,27,,316.9106,green_premium
9789,9789,Pietro,green,long,24,,388.68,green_long
9790,9790,Monica,blue,premium,53,,306.8408,blue_premium
9791,9791,Pietro,green,long,21,,353.2575,green_long
9792,9792,Romeo,blue,premium,12,,323.37760000000003,blue_premium
9793,9793,Romeo,green,onion,56,,271.9563,green_onion
9794,9794,Monica,green,onion,59,,423.9504,green_onion
9795,9795,Pietro,green,long,50,,389.1475,green_long
9796,9796,Monica,green,onion,28,,349.8924,green_onion
9797,9797,Pietro,blue,onion,33,,331.66800000000006,blue_onion
9798,9798,Monica,green,premium,31,,292.1142,green_premium
9799,9799,Romeo,blue,long,9,,332.7788,blue_long
9800,9800,Pietro,blue,long,44,,332.1675,blue_long
9801,9801,Pietro,green,onion,41,,281.1214,green_onion
9802,9802,Pietro,yellow,long,18,,404.793,yellow_long
9803,9803,Romeo,green,premium,0,,289.8285,green_premium
9804,9804,Pietro,green,onion,57,4.26,237.76200000000003,green_onion
9805,9805,Pietro,green,long,19,,315.7076,green_long
9806,9806,Pietro,blue,long,51,,417.75839999999994,blue_long
9807,9807,Pietro,green,long,45,,350.8008,green_long
9808,9808,Pietro,green,onion,58,,301.75999999999993,green_onion
9809,9809,Pietro,green,long,50,,441.2218,green_long
9810,9810,Monica,blue,onion,57,,303.017,blue_onion
9811,9811,Pietro,green,long,36,,312.8827,green_long
9812,9812,Pietro,green,long,35,,376.7068,green_long
9813,9813,Monica,yellow,artistic,47,,236.7225,yellow_artistic
9814,9814,Romeo,green,premium,52,,308.57099999999997,green_premium
9815,9815,Pietro,green,long,46,,345.5712,green_long
9816,9816,Monica,yellow,artistic,36,,159.12959999999998,yellow_artistic
9817,9817,Romeo,green,premium,52,,294.80400000000003,green_premium
9818,9818,Pietro,green,long,53,,373.73900000000003,green_long
9819,9819,Monica,blue,artistic,57,,312.57,blue_artistic
9820,9820,Pietro,yellow,long,6,,335.94180000000006,yellow_long
9821,9821,Romeo,green,onion,40,,370.66,green_onion
9822,9822,Pietro,green,long,26,,265.9308,green_long
9823,9823,Pietro,green,long,52,,456.87,green_long
9824,9824,Monica,green,artistic,43,,63.974399999999996,green_artistic
9825,9825,Monica,green,long,24,,482.06159999999994,green_long
9826,9826,Monica,blue,artistic,5,,305.0936,blue_artistic
9827,9827,Romeo,green,artistic,15,,198.0714,green_artistic
9828,9828,Romeo,green,premium,34,,295.0374,green_premium
9829,9829,Romeo,blue,premium,2,,310.3568,blue_premium
9830,9830,Pietro,blue,long,37,,356.2896,blue_long
9831,9831,Romeo,green,artistic,59,,156.2604,green_artistic
9832,9832,Pietro,green,long,45,,423.49860000000007,green_long
9833,9833,Pietro,green,onion,24,,358.2624,green_onion
9834,9834,Monica,green,artistic,6,,199.7112,green_artistic
9835,9835,Romeo,green,premium,58,,313.92719999999997,green_premium
9836,9836,Pietro,yellow,long,34,,317.4434,yellow_long
9837,9837,Pietro,yellow,long,28,,494.49399999999997,yellow_long
9838,9838,Monica,green,premium,6,,333.53420000000006,green_premium
9839,9839,Pietro,green,long,53,,461.1406,green_long
9840,9840,Monica,green,long,5,,352.9344,green_long
9841,9841,Pietro,yellow,long,57,,407.745,yellow_long
9842,9842,Romeo,green,premium,31,,305.7516,green_premium
9843,9843,Pietro,blue,onion,45,,274.9396,blue_onion
9844,9844,Romeo,yellow,long,45,,359.007,yellow_long
9845,9845,Pietro,blue,long,15,,292.8369,blue_long
9846,9846,Romeo,green,premium,56,,307.517,green_premium
9847,9847,Monica,green,artistic,26,,368.6313,green_artistic
9848,9848,Monica,green,premium,44,,306.41519999999997,green_premium
9849,9849,Romeo,green,premium,28,,307.1232,green_premium
9850,9850,Pietro,green,long,57,,412.28400000000005,green_long
9851,9851,Monica,blue,onion,21,,278.2913,blue_onion
9852,9852,Romeo,green,onion,15,,269.9462,green_onion
9853,9853,Pietro,green,long,25,,326.9864,green_long
9854,9854,Monica,green,artistic,18,,332.788,green_artistic
9855,9855,Pietro,blue,long,30,,302.53499999999997,blue_long
9856,9856,Monica,green,long,17,,423.5664,green_long
9857,9857,Monica,green,onion,42,,345.28000000000003,green_onion
9858,9858,Pietro,green,long,28,,374.0528,green_long
9859,9859,Romeo,green,premium,49,,294.2339,green_premium
9860,9860,Pietro,blue,long,27,,351.2608,blue_long
9861,9861,Pietro,blue,long,35,,409.9888,blue_long
9862,9862,Pietro,green,long,21,,413.54,green_long
9863,9863,Romeo,green,artistic,3,,376.99219999999997,green_artistic
9864,9864,Pietro,green,premium,35,,307.1033,green_premium
9865,9865,Pietro,blue,long,29,,347.0688,blue_long
9866,9866,Monica,blue,long,53,,362.2545,blue_long
9867,9867,Monica,blue,long,7,,381.5325,blue_long
9868,9868,Romeo,green,artistic,1,,288.952,green_artistic
9869,9869,Pietro,green,onion,5,,269.2035,green_onion
9870,9870,Pietro,green,long,52,,367.2208,green_long
9871,9871,Pietro,green,long,50,,305.9532,green_long
9872,9872,Pietro,yellow,long,55,,320.3532,yellow_long
9873,9873,Monica,green,artistic,13,4.455,360.98400000000004,green_artistic
9874,9874,Monica,green,long,29,,380.1402,green_long
9875,9875,Romeo,green,premium,17,,312.768,green_premium
9876,9876,Pietro,blue,long,45,,283.2408,blue_long
9877,9877,Romeo,green,long,46,,414.76050000000004,green_long
9878,9878,Pietro,blue,long,9,,302.71860000000004,blue_long
9879,9879,Monica,green,artistic,33,,60.8478,green_artistic
9880,9880,Pietro,blue,long,8,,384.7995,blue_long
9881,9881,Romeo,blue,premium,19,,292.1248,blue_premium
9882,9882,Pietro,green,long,50,,344.0339,green_long
9883,9883,Pietro,yellow,long,38,,382.41,yellow_long
9884,9884,Pietro,green,onion,10,,242.2842,green_onion
9885,9885,Pietro,green,long,24,,371.8688,green_long
9886,9886,Pietro,blue,long,15,,326.70000000000005,blue_long
9887,9887,Pietro,green,premium,53,,333.90419999999995,green_premium
9888,9888,Pietro,yellow,onion,15,,335.14029999999997,yellow_onion
9889,9889,Monica,green,artistic,39,,467.8141,green_artistic
9890,9890,Romeo,yellow,long,12,,374.8927,yellow_long
9891,9891,Monica,green,artistic,17,,214.09960000000004,green_artistic
9892,9892,Romeo,blue,premium,28,,290.2205,blue_premium
9893,9893,Pietro,green,long,58,,447.216,green_long
9894,9894,Monica,blue,long,0,,288.9,blue_long
9895,9895,Monica,blue,long,38,,454.0872,blue_long
9896,9896,Pietro,green,long,16,,356.2896,green_long
9897,9897,Monica,green,premium,10,,315.70889999999997,green_premium
9898,9898,Pietro,green,long,12,,315.3373,green_long
9899,9899,Monica,green,premium,23,,294.705,green_premium
9900,9900,Pietro,blue,onion,24,,389.37719999999996,blue_onion
9901,9901,Monica,blue,premium,57,,322.9184,blue_premium
9902,9902,Romeo,blue,premium,27,,306.0468,blue_premium
9903,9903,Pietro,green,long,41,,291.8135,green_long
9904,9904,Monica,green,premium,16,,313.2459,green_premium
9905,9905,Romeo,green,long,14,,515.7636,green_long
9906,9906,Monica,yellow,long,13,,374.1855,yellow_long
9907,9907,Romeo,yellow,long,23,,342.5799,yellow_long
9908,9908,Romeo,green,artistic,52,,388.06750000000005,green_artistic
9909,9909,Pietro,green,onion,19,,352.479,green_onion
9910,9910,Pietro,green,long,4,,349.37,green_long
9911,9911,Pietro,blue,long,54,,321.6621,blue_long
9912,9912,Monica,yellow,onion,9,,250.0991,yellow_onion
9913,9913,Romeo,blue,artistic,7,,228.4069,blue_artistic
9914,9914,Romeo,yellow,premium,41,,309.659,yellow_premium
9915,9915,Monica,green,premium,18,,306.00320000000005,green_premium
9916,9916,Monica,green,premium,18,,315.9695,green_premium
9917,9917,Pietro,green,premium,21,,321.264,green_premium
9918,9918,Pietro,blue,long,29,,306.8541,blue_long
9919,9919,Monica,yellow,onion,33,,244.72,yellow_onion
9920,9920,Pietro,green,long,0,,336.26,green_long
9921,9921,Monica,green,long,57,,308.7684,green_long
9922,9922,Pietro,blue,long,14,,337.61440000000005,blue_long
9923,9923,Romeo,green,premium,58,,291.499,green_premium
9924,9924,Romeo,blue,premium,40,,290.40000000000003,blue_premium
9925,9925,Pietro,blue,onion,20,,353.785,blue_onion
9926,9926,Pietro,green,long,46,,404.6525,green_long
9927,9927,Monica,green,artistic,17,,179.1636,green_artistic
9928,9928,Pietro,green,long,58,,345.8175,green_long
9929,9929,Monica,green,long,18,,220.80599999999998,green_long
9930,9930,Pietro,blue,onion,38,,286.10830000000004,blue_onion
