,bottle,producer,color,shape,width,height,age
8512,8512,Pietro,blue,long,11.16,29.79,21
8513,8513,Monica,green,artistic,9.46,23.59,14
8514,8514,Monica,green,long,11.32,31.38,15
8515,8515,Monica,yellow,onion,21.86,11.91,44
8516,8516,Monica,green,premium,13.4,21.76,50
8517,8517,Monica,green,onion,23.06,15.94,49
8518,8518,Romeo,green,premium,13.91,22.12,54
8519,8519,Pietro,green,onion,18.97,12.94,52
8520,8520,Pietro,green,premium,13.72,21.5,57
8521,8521,Pietro,green,long,11.62,32.08,5
8522,8522,Romeo,green,premium,13.91,22.51,49
8523,8523,Pietro,green,long,12.13,31.49,3
8524,8524,Pietro,green,onion,17.53,15.01,43
8525,8525,Romeo,yellow,premium,12.84,21.79,1
8526,8526,Pietro,yellow,long,11.63,30.46,21
8527,8527,Pietro,blue,long,12.65,30.42,9
8528,8528,Monica,green,onion,19.29,16.56,33
8529,8529,Monica,green,onion,20.09,14.2,28
8530,8530,Pietro,green,onion,17.86,14.18,27
8531,8531,Monica,green,artistic,12.15,11.61,47
8532,8532,Monica,green,artistic,6.05,13.19,28
8533,8533,Monica,blue,artistic,9.25,22.43,27
8534,8534,Pietro,green,long,12.56,26.71,8
8535,8535,Pietro,blue,long,10.62,32.47,9
8536,8536,Romeo,yellow,premium,14.13,21.73,47
8537,8537,Pietro,green,long,14.09,29.97,17
8538,8538,Pietro,green,long,10.3,29.63,15
8539,8539,Pietro,green,long,12.2,30.36,8
8540,8540,Pietro,green,long,12.32,29.33,39
8541,8541,Monica,blue,premium,13.98,21.67,5
8542,8542,Romeo,green,premium,13.99,22.7,22
8543,8543,Pietro,blue,long,11.91,30.82,45
8544,8544,Romeo,green,long,11.89,27.18,49
8545,8545,Romeo,green,premium,13.67,21.3,33
8546,8546,Pietro,green,long,11.5,31.27,50
8547,8547,Monica,yellow,artistic,7.41,21.57,22
8548,8548,Romeo,blue,onion,20.48,14.12,28
8549,8549,Pietro,blue,long,13.59,25.13,3
8550,8550,Monica,green,artistic,9.56,22.89,58
8551,8551,Monica,green,artistic,8.02,27.37,30
8552,8552,Monica,green,premium,14.77,22.33,0
8553,8553,Romeo,yellow,long,12.66,27.65,8
8554,8554,Pietro,green,long,12.55,28.5,44
8555,8555,Romeo,blue,premium,14.02,21.98,59
8556,8556,Pietro,green,onion,18.49,13.98,3
8557,8557,Monica,yellow,premium,13.8,21.93,13
8558,8558,Monica,green,onion,21.66,19.43,37
8559,8559,Monica,green,long,12.37,28.68,59
8560,8560,Pietro,green,premium,14.35,22.22,43
8561,8561,Pietro,green,long,10.64,25.9,16
8562,8562,Pietro,yellow,long,14.21,29.49,58
8563,8563,Pietro,green,premium,13.76,22.31,53
8564,8564,Pietro,green,long,12.28,34.67,29
8565,8565,Romeo,yellow,onion,21.27,16.4,3
8566,8566,Monica,green,long,12.08,29.85,48
8567,8567,Monica,yellow,premium,13.3,21.81,7
8568,8568,Pietro,green,long,11.96,26.98,17
8569,8569,Pietro,green,long,12.53,30.29,28
8570,8570,Romeo,blue,premium,14.72,22.76,1
8571,8571,Romeo,green,long,12.21,31.43,57
8572,8572,Pietro,green,long,11.98,29.68,19
8573,8573,Monica,green,artistic,13.36,20.86,19
8574,8574,Pietro,green,long,11.92,29.31,31
8575,8575,Pietro,green,onion,17.51,11.64,42
8576,8576,Pietro,green,long,11.95,26.03,35
8577,8577,Romeo,green,long,9.67,34.44,46
8578,8578,Pietro,green,long,12.38,28.64,30
8579,8579,Romeo,blue,premium,14.45,21.86,55
8580,8580,Monica,yellow,premium,14.6,22.32,46
8581,8581,Romeo,yellow,onion,18.02,15.56,35
8582,8582,Pietro,yellow,long,12.72,26.5,46
8583,8583,Romeo,green,long,11.95,28.68,3
8584,8584,Romeo,green,premium,14.35,22.09,41
8585,8585,Monica,green,artistic,15.78,21.33,31
8586,8586,Monica,blue,artistic,12.4,22.23,52
8587,8587,Pietro,yellow,long,12.39,32.85,5
8588,8588,Monica,green,artistic,4.88,19.16,36
8589,8589,Monica,green,premium,14.21,22.78,11
8590,8590,Pietro,green,long,13.3,25.41,20
8591,8591,Pietro,blue,long,12.4,29.05,15
8592,8592,Monica,green,artistic,7.78,20.39,59
8593,8593,Romeo,green,long,10.09,34.43,55
8594,8594,Pietro,green,long,11.49,31.56,27
8595,8595,Romeo,green,premium,14.0,22.39,33
8596,8596,Pietro,green,long,11.06,29.77,35
8597,8597,Pietro,green,long,12.14,31.26,46
8598,8598,Monica,green,artistic,15.29,17.3,0
8599,8599,Monica,green,artistic,11.11,17.85,50
8600,8600,Monica,blue,onion,20.54,17.05,54
8601,8601,Monica,green,artistic,8.78,15.78,4
8602,8602,Romeo,green,long,11.66,32.6,33
8603,8603,Monica,green,onion,21.37,15.46,54
8604,8604,Pietro,yellow,long,13.01,29.24,13
8605,8605,Pietro,green,long,12.25,29.13,37
8606,8606,Romeo,green,long,13.22,30.68,39
8607,8607,Monica,blue,long,11.67,30.55,50
8608,8608,Monica,green,artistic,7.04,21.13,53
8609,8609,Monica,green,artistic,6.12,24.05,50
8610,8610,Pietro,green,long,12.73,29.8,11
8611,8611,Monica,blue,artistic,7.37,8.15,35
8612,8612,Pietro,green,long,11.85,26.96,4
8613,8613,Pietro,green,long,13.54,34.31,21
8614,8614,Monica,green,premium,14.27,22.18,55
8615,8615,Pietro,green,long,10.25,26.15,56
8616,8616,Pietro,yellow,long,9.99,33.82,26
8617,8617,Pietro,green,long,10.41,27.09,40
8618,8618,Monica,yellow,artistic,13.03,18.51,58
8619,8619,Monica,green,artistic,16.3,13.45,53
8620,8620,Pietro,green,long,12.26,28.03,24
8621,8621,Romeo,green,artistic,16.77,26.49,57
8622,8622,Monica,blue,onion,17.67,17.11,35
8623,8623,Monica,green,artistic,3.07,19.09,30
8624,8624,Pietro,blue,onion,18.06,16.15,39
8625,8625,Pietro,green,long,14.48,32.24,13
8626,8626,Monica,blue,onion,18.95,19.41,58
8627,8627,Romeo,blue,long,12.68,24.13,25
8628,8628,Pietro,yellow,long,12.99,25.48,3
8629,8629,Romeo,green,premium,14.19,21.31,49
8630,8630,Pietro,yellow,long,11.01,36.49,36
8631,8631,Romeo,green,premium,13.66,22.49,36
8632,8632,Pietro,green,long,11.4,26.86,58
8633,8633,Romeo,green,long,11.78,26.89,48
8634,8634,Romeo,blue,premium,13.77,21.87,50
8635,8635,Pietro,green,long,12.4,25.47,48
8636,8636,Pietro,green,long,12.52,22.75,16
8637,8637,Romeo,green,premium,13.75,22.72,12
8638,8638,Monica,green,onion,20.54,15.82,9
8639,8639,Monica,green,artistic,13.48,21.07,26
8640,8640,Monica,green,long,11.46,33.33,49
8641,8641,Romeo,green,premium,14.18,21.65,55
8642,8642,Romeo,green,premium,12.83,22.31,20
8643,8643,Pietro,green,long,11.95,31.93,57
8644,8644,Monica,green,artistic,15.59,24.31,38
8645,8645,Pietro,yellow,long,12.39,27.01,4
8646,8646,Pietro,green,long,12.07,36.33,19
8647,8647,Monica,green,artistic,8.46,24.19,1
8648,8648,Romeo,green,premium,13.33,21.92,21
8649,8649,Pietro,green,long,11.84,30.68,53
8650,8650,Romeo,green,onion,18.22,15.36,7
8651,8651,Pietro,green,onion,20.73,14.7,6
8652,8652,Pietro,green,long,12.63,33.67,52
8653,8653,Pietro,yellow,long,12.21,27.33,53
8654,8654,Monica,green,artistic,7.67,16.81,34
8655,8655,Romeo,green,onion,18.96,14.14,25
8656,8656,Pietro,green,long,10.81,26.72,47
8657,8657,Pietro,yellow,long,10.39,33.9,31
8658,8658,Pietro,green,onion,17.16,11.15,28
8659,8659,Pietro,green,long,13.12,24.35,0
8660,8660,Pietro,green,long,12.98,34.4,9
8661,8661,Pietro,green,long,13.55,28.46,47
8662,8662,Monica,green,premium,15.09,21.82,20
8663,8663,Monica,green,long,12.58,26.31,40
8664,8664,Romeo,green,premium,13.61,22.38,43
8665,8665,Pietro,blue,long,12.62,28.89,37
8666,8666,Pietro,green,long,11.81,31.6,24
8667,8667,Pietro,green,onion,19.03,14.69,10
8668,8668,Monica,green,artistic,15.62,23.15,50
8669,8669,Pietro,blue,long,12.07,28.4,31
8670,8670,Monica,green,onion,26.56,14.74,46
8671,8671,Romeo,green,premium,14.25,22.19,52
8672,8672,Monica,yellow,artistic,12.3,24.37,32
8673,8673,Romeo,blue,premium,13.8,21.89,55
8674,8674,Pietro,green,long,10.69,30.5,7
8675,8675,Romeo,green,long,12.19,27.47,43
8676,8676,Pietro,green,long,12.41,30.06,40
8677,8677,Romeo,green,premium,13.82,21.74,43
8678,8678,Monica,green,artistic,10.02,18.53,50
8679,8679,Pietro,green,long,11.14,29.58,33
8680,8680,Pietro,yellow,premium,14.27,22.01,16
8681,8681,Romeo,green,long,11.71,31.68,4
8682,8682,Pietro,yellow,onion,24.74,17.02,54
8683,8683,Monica,green,premium,13.64,22.04,34
8684,8684,Romeo,yellow,long,12.85,28.45,58
8685,8685,Pietro,green,long,13.34,37.94,35
8686,8686,Pietro,green,long,11.11,29.55,42
8687,8687,Monica,blue,artistic,19.44,16.28,11
8688,8688,Romeo,green,premium,14.23,21.75,35
8689,8689,Monica,green,long,10.72,32.12,33
8690,8690,Pietro,blue,long,12.06,28.74,52
8691,8691,Monica,green,artistic,10.24,16.28,54
8692,8692,Pietro,green,long,14.18,29.2,38
8693,8693,Romeo,blue,artistic,8.16,23.19,31
8694,8694,Monica,green,artistic,13.04,15.37,34
8695,8695,Monica,green,artistic,16.42,27.59,2
8696,8696,Romeo,green,premium,14.8,22.71,18
8697,8697,Romeo,green,premium,14.29,22.53,42
8698,8698,Monica,green,premium,14.11,22.13,29
8699,8699,Pietro,green,long,12.41,29.17,59
8700,8700,Pietro,blue,long,12.81,29.46,6
8701,8701,Monica,green,premium,14.13,20.71,16
8702,8702,Monica,blue,premium,13.68,21.92,5
8703,8703,Pietro,green,long,10.58,28.55,51
8704,8704,Monica,green,onion,17.73,11.97,17
8705,8705,Monica,green,onion,20.31,14.32,39
8706,8706,Pietro,green,long,13.29,26.33,36
8707,8707,Romeo,green,premium,13.9,22.4,52
8708,8708,Romeo,yellow,premium,14.65,21.61,20
8709,8709,Pietro,blue,long,11.64,28.5,34
8710,8710,Pietro,blue,long,12.2,26.28,33
8711,8711,Pietro,green,long,12.74,31.69,35
8712,8712,Romeo,green,long,11.34,29.91,50
8713,8713,Pietro,blue,long,11.11,27.1,20
8714,8714,Pietro,green,long,14.2,29.21,28
8715,8715,Pietro,green,onion,22.61,16.52,47
8716,8716,Monica,green,onion,21.39,13.03,9
8717,8717,Monica,green,premium,15.13,22.16,15
8718,8718,Romeo,yellow,premium,13.8,21.69,13
8719,8719,Romeo,blue,premium,14.15,20.9,21
8720,8720,Pietro,green,long,11.17,26.62,8
8721,8721,Pietro,green,long,11.43,28.9,19
8722,8722,Romeo,green,long,10.57,33.61,29
8723,8723,Romeo,green,premium,13.29,21.98,52
8724,8724,Pietro,green,long,12.47,27.58,53
8725,8725,Pietro,blue,long,10.61,27.9,52
8726,8726,Romeo,blue,long,12.23,32.96,55
8727,8727,Pietro,green,long,12.82,31.97,53
8728,8728,Monica,green,artistic,15.46,20.81,58
8729,8729,Romeo,green,long,11.1,28.38,33
8730,8730,Pietro,yellow,long,10.76,30.32,57
8731,8731,Monica,green,onion,18.17,15.53,10
8732,8732,Romeo,green,premium,13.92,21.94,5
8733,8733,Monica,green,onion,23.26,18.66,19
8734,8734,Pietro,blue,long,11.87,30.48,11
8735,8735,Pietro,green,long,11.75,29.4,22
8736,8736,Pietro,green,long,12.3,30.95,52
8737,8737,Romeo,green,long,12.76,28.22,53
8738,8738,Pietro,blue,long,11.45,28.93,28
8739,8739,Romeo,blue,premium,13.2,22.04,36
8740,8740,Monica,blue,premium,14.13,21.95,29
8741,8741,Monica,blue,onion,20.68,16.12,16
8742,8742,Pietro,green,long,10.79,30.81,52
8743,8743,Romeo,green,premium,13.67,22.57,32
8744,8744,Pietro,blue,long,10.98,28.36,20
8745,8745,Romeo,green,onion,24.09,16.04,45
8746,8746,Monica,yellow,long,10.53,28.14,58
8747,8747,Monica,green,artistic,18.09,20.28,5
8748,8748,Monica,green,artistic,10.15,24.52,35
8749,8749,Pietro,green,long,11.56,24.99,23
8750,8750,Pietro,green,premium,13.27,21.54,52
8751,8751,Pietro,yellow,long,11.17,33.54,8
8752,8752,Pietro,green,onion,19.08,14.67,37
8753,8753,Romeo,green,premium,13.65,20.86,31
8754,8754,Pietro,blue,long,11.64,35.27,59
8755,8755,Romeo,green,premium,14.04,21.91,5
8756,8756,Monica,green,long,12.41,31.49,29
8757,8757,Pietro,green,onion,22.76,12.28,44
8758,8758,Pietro,green,long,13.53,29.08,47
8759,8759,Monica,green,artistic,8.26,29.02,46
8760,8760,Pietro,yellow,onion,17.62,15.54,13
8761,8761,Romeo,green,premium,14.07,22.95,37
8762,8762,Monica,green,premium,14.39,21.79,4
8763,8763,Pietro,green,long,11.93,28.75,58
8764,8764,Pietro,green,long,10.96,26.47,53
8765,8765,Romeo,blue,premium,14.1,21.89,52
8766,8766,Pietro,yellow,long,10.62,23.85,51
8767,8767,Pietro,yellow,long,13.8,29.9,44
8768,8768,Monica,blue,artistic,11.02,19.06,59
8769,8769,Pietro,green,long,12.82,27.07,40
8770,8770,Pietro,green,long,12.13,28.87,40
8771,8771,Pietro,green,long,13.52,29.75,19
8772,8772,Monica,green,artistic,6.29,19.3,49
8773,8773,Monica,yellow,artistic,9.85,22.89,26
8774,8774,Romeo,green,onion,21.28,15.38,0
8775,8775,Pietro,blue,onion,17.81,15.37,15
8776,8776,Pietro,green,long,12.91,28.9,57
8777,8777,Romeo,green,premium,13.96,22.01,59
8778,8778,Pietro,green,long,11.65,31.47,13
8779,8779,Pietro,green,long,12.84,31.72,28
8780,8780,Pietro,green,long,12.3,29.8,37
8781,8781,Monica,yellow,artistic,14.82,21.59,10
8782,8782,Monica,blue,long,14.39,30.01,29
8783,8783,Pietro,green,long,11.28,31.45,15
8784,8784,Romeo,green,premium,14.25,21.04,2
8785,8785,Pietro,green,onion,16.54,14.51,2
8786,8786,Pietro,blue,long,12.51,32.58,42
8787,8787,Pietro,blue,long,11.99,26.41,58
8788,8788,Romeo,green,premium,14.61,21.33,43
8789,8789,Pietro,green,long,12.91,28.78,2
8790,8790,Monica,green,artistic,11.8,10.92,31
8791,8791,Pietro,blue,long,12.26,32.05,19
8792,8792,Pietro,green,long,11.67,32.1,48
8793,8793,Pietro,blue,long,13.47,30.15,27
8794,8794,Romeo,green,premium,12.86,21.54,18
8795,8795,Monica,green,long,11.83,37.53,47
8796,8796,Pietro,green,long,13.95,29.55,46
8797,8797,Pietro,green,long,12.86,29.12,53
8798,8798,Monica,green,premium,13.44,21.7,4
8799,8799,Monica,blue,artistic,12.77,21.18,47
8800,8800,Pietro,green,long,10.98,30.68,49
8801,8801,Pietro,yellow,long,11.78,28.09,58
8802,8802,Romeo,green,premium,14.4,22.34,31
8803,8803,Monica,green,premium,14.88,21.64,18
8804,8804,Romeo,green,premium,13.9,22.57,29
8805,8805,Pietro,blue,onion,20.88,14.45,7
8806,8806,Monica,green,premium,13.82,22.23,10
8807,8807,Monica,green,artistic,10.78,19.98,8
8808,8808,Romeo,blue,premium,13.72,22.0,5
8809,8809,Pietro,blue,long,11.36,35.39,38
8810,8810,Monica,green,onion,18.52,14.7,8
8811,8811,Pietro,green,long,10.69,32.72,32
8812,8812,Pietro,blue,long,9.18,23.16,2
8813,8813,Monica,green,onion,17.76,17.18,41
8814,8814,Monica,blue,long,10.52,35.56,36
8815,8815,Monica,green,artistic,12.8,26.4,23
8816,8816,Romeo,green,premium,14.33,21.58,57
8817,8817,Monica,blue,premium,13.47,21.7,1
8818,8818,Monica,blue,artistic,5.2,15.96,6
8819,8819,Monica,green,artistic,14.27,20.19,8
8820,8820,Pietro,green,long,11.03,32.38,48
8821,8821,Pietro,yellow,long,10.82,34.52,20
8822,8822,Romeo,green,long,10.66,31.76,55
8823,8823,Monica,yellow,premium,13.47,21.6,25
8824,8824,Pietro,blue,long,11.53,24.48,36
8825,8825,Pietro,blue,long,11.76,29.88,32
8826,8826,Pietro,green,long,10.97,27.95,3
8827,8827,Pietro,green,long,13.23,27.08,36
8828,8828,Romeo,green,long,11.31,32.96,43
8829,8829,Pietro,green,long,11.6,30.94,45
8830,8830,Romeo,green,premium,14.46,22.41,21
8831,8831,Pietro,green,long,11.41,30.14,24
8832,8832,Pietro,blue,long,11.7,28.45,5
8833,8833,Pietro,green,long,11.73,32.43,40
8834,8834,Monica,blue,artistic,7.59,19.91,7
8835,8835,Pietro,green,long,11.89,28.9,25
8836,8836,Monica,blue,onion,19.72,15.02,53
8837,8837,Romeo,green,premium,13.92,22.29,24
8838,8838,Pietro,green,long,12.64,28.52,33
8839,8839,Monica,green,artistic,9.91,23.58,58
8840,8840,Pietro,green,long,13.69,30.42,58
8841,8841,Monica,green,premium,13.62,21.53,56
8842,8842,Pietro,green,long,12.06,30.46,54
8843,8843,Pietro,green,long,11.75,29.9,42
8844,8844,Romeo,yellow,premium,14.17,21.88,12
8845,8845,Romeo,green,long,11.68,28.77,56
8846,8846,Pietro,blue,premium,14.46,22.7,15
8847,8847,Pietro,green,long,11.49,28.23,16
8848,8848,Pietro,green,long,10.82,30.65,55
8849,8849,Pietro,green,onion,20.2,16.09,5
8850,8850,Pietro,yellow,onion,20.12,12.46,49
8851,8851,Monica,blue,artistic,17.67,34.42,56
8852,8852,Pietro,yellow,long,11.81,31.11,33
8853,8853,Monica,green,long,11.73,33.39,49
8854,8854,Romeo,green,premium,13.72,21.91,30
8855,8855,Pietro,green,long,10.05,23.51,20
8856,8856,Pietro,green,long,11.05,31.36,47
8857,8857,Romeo,green,premium,13.57,22.31,27
8858,8858,Pietro,green,long,12.13,32.98,59
8859,8859,Pietro,green,long,13.19,28.83,49
8860,8860,Pietro,green,onion,19.62,19.08,43
8861,8861,Pietro,green,long,10.6,28.61,31
8862,8862,Pietro,green,long,12.13,29.65,29
8863,8863,Romeo,green,premium,14.11,21.78,34
8864,8864,Romeo,yellow,premium,13.86,22.15,31
8865,8865,Pietro,green,long,11.34,29.34,8
8866,8866,Monica,green,artistic,8.28,17.71,21
8867,8867,Pietro,yellow,long,12.45,33.44,11
8868,8868,Romeo,green,long,13.46,33.38,24
8869,8869,Romeo,green,long,12.87,28.06,16
8870,8870,Pietro,green,onion,21.89,13.08,16
8871,8871,Pietro,green,long,13.03,29.07,16
8872,8872,Romeo,green,premium,13.28,21.32,52
8873,8873,Monica,green,premium,14.08,21.95,31
8874,8874,Pietro,green,long,13.03,31.38,43
8875,8875,Romeo,blue,premium,13.56,21.87,38
8876,8876,Monica,green,long,11.99,33.95,15
8877,8877,Romeo,blue,artistic,9.97,23.41,14
8878,8878,Pietro,yellow,onion,21.89,16.08,11
8879,8879,Monica,green,premium,14.39,22.09,4
8880,8880,Pietro,yellow,long,12.4,28.98,1
8881,8881,Pietro,green,long,11.66,29.08,4
8882,8882,Romeo,green,artistic,8.71,18.95,58
8883,8883,Monica,green,long,12.68,29.34,22
8884,8884,Pietro,green,onion,20.52,12.03,39
8885,8885,Pietro,green,long,11.82,35.67,16
8886,8886,Romeo,green,premium,14.41,22.6,39
8887,8887,Pietro,yellow,long,11.41,30.36,22
8888,8888,Pietro,green,premium,14.41,22.09,34
8889,8889,Pietro,blue,long,13.19,27.27,22
8890,8890,Pietro,green,long,9.56,27.94,29
8891,8891,Pietro,yellow,long,12.56,29.8,36
8892,8892,Pietro,green,long,10.83,25.55,14
8893,8893,Monica,green,onion,20.48,16.85,59
8894,8894,Romeo,green,long,13.47,30.06,36
8895,8895,Romeo,blue,premium,14.42,22.35,26
8896,8896,Pietro,blue,long,11.53,35.72,22
8897,8897,Pietro,green,long,12.88,27.84,18
8898,8898,Pietro,yellow,long,12.42,27.26,56
8899,8899,Romeo,green,premium,13.76,21.59,21
8900,8900,Romeo,green,artistic,12.98,14.27,13
8901,8901,Pietro,green,long,11.69,27.26,58
8902,8902,Pietro,green,onion,22.6,16.85,8
8903,8903,Monica,green,premium,13.27,22.45,38
8904,8904,Pietro,green,long,12.84,24.95,26
8905,8905,Romeo,green,premium,13.79,22.05,0
8906,8906,Pietro,green,premium,13.92,20.98,59
8907,8907,Romeo,green,artistic,14.11,16.05,11
8908,8908,Romeo,green,long,12.14,36.95,30
8909,8909,Romeo,green,premium,14.98,21.97,8
8910,8910,Romeo,blue,long,13.27,22.35,59
8911,8911,Romeo,green,artistic,10.88,29.3,47
8912,8912,Pietro,green,long,10.53,28.35,56
8913,8913,Romeo,green,premium,14.28,20.93,20
8914,8914,Romeo,blue,onion,18.86,14.43,30
8915,8915,Pietro,green,long,11.75,30.88,1
8916,8916,Romeo,green,premium,14.5,22.32,50
8917,8917,Pietro,blue,long,12.35,30.13,25
8918,8918,Monica,blue,onion,18.35,14.96,16
8919,8919,Monica,yellow,onion,16.11,17.96,58
8920,8920,Monica,green,onion,19.74,12.74,31
8921,8921,Pietro,green,long,11.3,31.11,49
8922,8922,Pietro,green,long,13.05,25.97,36
8923,8923,Monica,green,artistic,6.35,18.74,15
8924,8924,Pietro,green,onion,19.24,14.75,48
8925,8925,Monica,yellow,onion,24.36,17.56,16
8926,8926,Romeo,green,premium,13.67,22.02,57
8927,8927,Monica,green,artistic,12.74,21.08,32
8928,8928,Romeo,green,premium,13.64,21.8,24
8929,8929,Pietro,green,onion,17.68,15.02,5
8930,8930,Pietro,yellow,long,13.14,33.41,28
8931,8931,Monica,green,premium,14.28,22.29,42
8932,8932,Monica,green,long,13.22,25.72,13
8933,8933,Monica,green,long,12.19,31.58,56
8934,8934,Romeo,blue,long,11.29,26.62,9
8935,8935,Pietro,green,long,13.13,30.49,42
8936,8936,Romeo,blue,long,11.8,33.35,21
8937,8937,Romeo,green,onion,22.1,16.53,1
8938,8938,Monica,green,premium,14.59,23.0,6
8939,8939,Pietro,yellow,long,11.87,29.76,50
8940,8940,Pietro,green,premium,14.45,21.74,49
8941,8941,Monica,green,artistic,6.96,21.8,4
8942,8942,Romeo,green,premium,13.47,22.18,53
8943,8943,Monica,green,artistic,11.8,16.59,4
8944,8944,Romeo,green,onion,19.5,16.1,28
8945,8945,Monica,blue,artistic,11.83,21.29,29
8946,8946,Pietro,green,long,10.89,27.59,13
8947,8947,Monica,yellow,premium,14.29,21.95,58
8948,8948,Monica,green,premium,13.98,21.96,39
8949,8949,Pietro,blue,long,11.66,30.37,39
8950,8950,Pietro,green,long,13.03,29.87,54
8951,8951,Pietro,green,onion,23.17,15.54,5
8952,8952,Monica,green,artistic,14.34,13.68,39
8953,8953,Monica,green,onion,18.54,14.92,20
8954,8954,Pietro,green,long,13.45,30.58,46
8955,8955,Monica,green,artistic,14.43,11.73,16
8956,8956,Pietro,green,long,14.07,33.16,13
8957,8957,Pietro,green,long,11.39,27.97,40
8958,8958,Pietro,green,long,11.51,35.42,9
8959,8959,Monica,green,onion,21.24,11.38,26
8960,8960,Pietro,green,long,12.82,28.78,3
8961,8961,Monica,green,artistic,8.63,23.7,23
8962,8962,Monica,green,long,11.98,25.61,36
8963,8963,Romeo,blue,premium,13.55,21.6,5
8964,8964,Monica,green,long,12.61,29.28,10
8965,8965,Pietro,blue,long,11.83,28.41,42
8966,8966,Pietro,blue,long,11.1,29.77,21
8967,8967,Pietro,green,long,10.94,28.96,49
8968,8968,Monica,blue,artistic,7.38,17.81,9
8969,8969,Pietro,green,long,11.29,29.19,50
8970,8970,Pietro,green,long,12.36,30.19,9
8971,8971,Pietro,green,long,10.77,31.46,26
8972,8972,Pietro,green,long,13.1,33.16,54
8973,8973,Pietro,green,long,11.75,25.35,18
8974,8974,Monica,green,onion,19.93,17.55,3
8975,8975,Monica,yellow,onion,16.93,14.43,51
8976,8976,Pietro,green,long,13.24,29.8,47
8977,8977,Monica,green,premium,13.56,21.83,17
8978,8978,Monica,green,onion,20.8,10.34,59
8979,8979,Pietro,green,long,11.14,34.17,18
8980,8980,Romeo,green,premium,12.88,21.93,51
8981,8981,Romeo,green,artistic,14.28,18.35,50
8982,8982,Pietro,blue,long,12.7,31.35,8
8983,8983,Pietro,blue,long,11.33,30.78,7
8984,8984,Pietro,yellow,long,13.2,26.65,46
8985,8985,Romeo,blue,premium,14.97,21.5,48
8986,8986,Monica,green,long,11.21,32.57,54
8987,8987,Pietro,green,long,10.18,29.29,54
8988,8988,Pietro,green,long,13.53,32.56,17
8989,8989,Pietro,green,long,11.51,27.5,34
8990,8990,Monica,green,artistic,9.45,20.16,43
8991,8991,Monica,yellow,long,12.22,29.68,41
8992,8992,Monica,green,artistic,11.55,26.02,7
8993,8993,Romeo,green,long,13.0,30.15,11
8994,8994,Pietro,green,onion,18.49,19.63,59
8995,8995,Pietro,green,onion,16.18,11.96,43
8996,8996,Romeo,green,artistic,5.04,14.37,36
8997,8997,Pietro,green,long,12.47,30.65,20
8998,8998,Pietro,green,long,11.88,28.11,7
8999,8999,Romeo,green,long,11.8,28.85,57
9000,9000,Romeo,green,premium,13.61,21.22,34
9001,9001,Monica,green,premium,13.53,21.63,35
